,id,subject_class,subject_id,object_class,object_id,context_class,context_id,created_at,description,action_template_id,value,is_hidden,ext_data,action
981,667030,DealActualStagePoint,230552,User,158.0,Deal,5890.0,1632126886,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5.5. Имеет ли клиент представление именно о нашей технике в рамках конкретной потребности в сделке №5890 - <rb-link object=""Deal"" text=""5890.Сделка с клиентом КФХ Пытьев О.В. NH 7060"" params=""{&quot;id&quot;:5890,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
982,667029,DealActualStagePoint,230551,User,158.0,Deal,5890.0,1632126885,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5.4. Какие бренды/модели рассматривает клиент по данной потребности в сделке №5890 - <rb-link object=""Deal"" text=""5890.Сделка с клиентом КФХ Пытьев О.В. NH 7060"" params=""{&quot;id&quot;:5890,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
983,667028,DealActualStagePoint,230550,User,158.0,Deal,5890.0,1632126885,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5.3. Собственные возможности по приобретению (задаток, предоплата, открытие кредиты и лизинги) в сделке №5890 - <rb-link object=""Deal"" text=""5890.Сделка с клиентом КФХ Пытьев О.В. NH 7060"" params=""{&quot;id&quot;:5890,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
984,667027,DealActualStagePoint,230549,User,158.0,Deal,5890.0,1632126884,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5.2. Когда техника нужна в хозяйстве в сделке №5890 - <rb-link object=""Deal"" text=""5890.Сделка с клиентом КФХ Пытьев О.В. NH 7060"" params=""{&quot;id&quot;:5890,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
985,667026,DealActualStagePoint,230548,User,158.0,Deal,5890.0,1632126884,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5.1. Для каких конкретно задач нужна техника в сделке №5890 - <rb-link object=""Deal"" text=""5890.Сделка с клиентом КФХ Пытьев О.В. NH 7060"" params=""{&quot;id&quot;:5890,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
986,667025,DealActualStagePoint,230547,User,158.0,Deal,5890.0,1632126884,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5. Выявление детальной информации (занести ответы на вопросы пп 5.1-5.5 в раздел «Коммуникация») в сделке №5890 - <rb-link object=""Deal"" text=""5890.Сделка с клиентом КФХ Пытьев О.В. NH 7060"" params=""{&quot;id&quot;:5890,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
987,667024,Comment,66281,User,159.0,Deal,5382.0,1632126883,"Zhigulskiy, Viktor создал новый комментарий ""Клиент возможно будет рассматривать комбайн, трактор перейдет на следующий год"" в сделке №5382 - <rb-link object=""Deal"" text=""5382.Сделка с клиентом ООО Колхоз Новый Путь Magnum 340"" params=""{&quot;id&quot;:5382,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",3,,False,,
988,667023,DealActualStagePoint,230546,User,158.0,Deal,5890.0,1632126882,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 4. Выявление конкретной потребности – внесение техники в карточку сделки в раздел «Номенклатура» в сделке №5890 - <rb-link object=""Deal"" text=""5890.Сделка с клиентом КФХ Пытьев О.В. NH 7060"" params=""{&quot;id&quot;:5890,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
989,667022,DealActualStagePoint,230544,User,158.0,Deal,5890.0,1632126881,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 2. Внесение данных в карточку RB обновленных данных о контактных лицах (ЛПР, ЛВПР и прочих контактных лицах) в сделке №5890 - <rb-link object=""Deal"" text=""5890.Сделка с клиентом КФХ Пытьев О.В. NH 7060"" params=""{&quot;id&quot;:5890,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
990,667021,DealActualStagePoint,230545,User,158.0,Deal,5890.0,1632126880,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 3. Сбор и внесение информации о конкурентах, с которыми работает клиент в сделке №5890 - <rb-link object=""Deal"" text=""5890.Сделка с клиентом КФХ Пытьев О.В. NH 7060"" params=""{&quot;id&quot;:5890,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
991,667020,DealActualStagePoint,230543,User,158.0,Deal,5890.0,1632126879,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 1. Сбор информации о клиенте (площади, культуры, технологии, парк техники) и его ЮЛ (организация, форма собственности) в сделке №5890 - <rb-link object=""Deal"" text=""5890.Сделка с клиентом КФХ Пытьев О.В. NH 7060"" params=""{&quot;id&quot;:5890,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
992,667019,Deal,5890,User,158.0,Deal,5890.0,1632126877,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №5890 - <rb-link object=""Deal"" text=""5890.Сделка с клиентом КФХ Пытьев О.В. NH 7060"" params=""{&quot;id&quot;:5890,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 05.10.2021.",85,,False,,
993,667018,Deal,5890,User,158.0,Deal,5890.0,1632126855,"Syrovatskiy, Sergey создал новую сделку №5890 - <rb-link object=""Deal"" text=""5890.Сделка с клиентом КФХ Пытьев О.В."" params=""{&quot;id&quot;:5890,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Клиент: <rb-link object=""Company"" text=""КФХ Пытьев О.В."" params=""{&quot;id&quot;:4724}""></rb-link>.",9,,False,,создал новую сделку
994,667017,Deal,5890,User,158.0,Company,4724.0,1632126855,"Syrovatskiy, Sergey создал новую сделку №5890 - <rb-link object=""Deal"" text=""5890.Сделка с клиентом КФХ Пытьев О.В."" params=""{&quot;id&quot;:5890,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Клиент: <rb-link object=""Company"" text=""КФХ Пытьев О.В."" params=""{&quot;id&quot;:4724}""></rb-link>.",8,,False,,создал новую сделку
996,667015,Company,4724,User,158.0,Event,48428.0,1632126831,"Syrovatskiy, Sergey установил компанию <rb-link object=""Company"" text=""КФХ Пытьев О.В."" params=""{&quot;id&quot;:4724}""></rb-link> на задачу - Встреча. Переговоры по трактору..",54,,False,,установил компанию
997,667014,Event,48428,User,158.0,Company,4724.0,1632126831,"Syrovatskiy, Sergey создал событие календаря задача: Встреча. Переговоры по трактору..",26,,False,,создал событие календаря
998,667013,Event,48428,User,158.0,Event,48428.0,1632126831,"Создана новая задача - Встреча. Переговоры по трактору.. Ответственный: Syrovatskiy, Sergey. Автор: Syrovatskiy, Sergey. Клиент: <rb-link object=""Company"" text=""КФХ Пытьев О.В."" params=""{&quot;id&quot;:4724}""></rb-link>. Завершить не позднее: 15.09.2021.",24,,False,,Создана новая задача
999,667012,Deal,5538,User,159.0,Deal,5538.0,1632126796,"Zhigulskiy, Viktor, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №5538 - <rb-link object=""Deal"" text=""5538.Сделка с клиентом ООО МТС - Агро"" params=""{&quot;id&quot;:5538,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 20.10.2021.",85,,False,,
1000,667011,Deal,5538,User,159.0,Deal,5538.0,1632126796,"Zhigulskiy, Viktor, Менеджер по продажам отдела продаж техники, отложил сделку №5538 - <rb-link object=""Deal"" text=""5538.Сделка с клиентом ООО МТС - Агро"" params=""{&quot;id&quot;:5538,&quot;type&quot;:&quot;equipment&quot;}""></rb-link> до 20.10.2021.",83,,False,,
1001,667010,Deal,5538,User,159.0,Deal,5538.0,1632126786,"Zhigulskiy, Viktor, Менеджер по продажам отдела продаж техники, активировал сделку №5538 - <rb-link object=""Deal"" text=""5538.Сделка с клиентом ООО МТС - Агро"" params=""{&quot;id&quot;:5538,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",84,,False,,
1002,667009,Comment,66280,User,159.0,Deal,5538.0,1632126779,"Zhigulskiy, Viktor создал новый комментарий ""Телефонная беседа с клиентом, просил по вопросу НАГРО звонить и встречаться в октябре"" в сделке №5538 - <rb-link object=""Deal"" text=""5538.Сделка с клиентом ООО МТС - Агро"" params=""{&quot;id&quot;:5538,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",3,,False,,
1003,667008,Event,48424,User,158.0,Deal,5889.0,1632126754,"Syrovatskiy, Sergey завершил событие календаря, по сделке <rb-link object=""Deal"" text=""5889.Сделка с клиентом ИП КФХ Лихачев Н.Д. NH 6050"" params=""{&quot;id&quot;:5889,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>, задача: Встреча. Переговоры по трактору.",29,,False,,
1004,667007,Event,48424,User,158.0,Company,4439.0,1632126753,"Syrovatskiy, Sergey завершил событие календаря задача: Встреча. Переговоры по трактору..",28,,False,,
1005,667006,Event,48424,User,158.0,Event,48424.0,1632085200,"Задача завершена - Встреча. Переговоры по трактору.. Ответственный: Syrovatskiy, Sergey. Автор: Syrovatskiy, Sergey. Клиент: <rb-link object=""Company"" text=""ИП КФХ Лихачев Н.Д."" params=""{&quot;id&quot;:4439}""></rb-link>. Завершить не позднее: 15.09.2021.",92,,True,,
1006,667005,Event,48424,User,158.0,Event,48424.0,1632126753,"Задача завершена - Встреча. Переговоры по трактору.. Ответственный: Syrovatskiy, Sergey. Автор: Syrovatskiy, Sergey. Клиент: <rb-link object=""Company"" text=""ИП КФХ Лихачев Н.Д."" params=""{&quot;id&quot;:4439}""></rb-link>. Завершить не позднее: 15.09.2021.",50,,False,,
1007,667004,Comment,66279,User,158.0,Event,48424.0,1632126753,"Syrovatskiy, Sergey создал новый комментарий ""Проведена встреча с руководителем хозяйства, в ходе переговоров выявлена потребность в трактору 130-140 л.с. Предложил NH 6050 - предложение заинтересовало клиента. Договорились встретиться на 38 неделе."" в задаче - <rb-link object=""Events"" text=""Встреча. Переговоры по трактору."" filter=""{&quot;where&quot;:{&quot;search&quot;:&quot;#48424&quot;}}""></rb-link>.",87,,False,,
1008,667003,Company,4525,User,159.0,Event,48427.0,1632126709,"Zhigulskiy, Viktor установил компанию <rb-link object=""Company"" text=""КФХ Акимов Н.А."" params=""{&quot;id&quot;:4525}""></rb-link> на задачу - Телефонные переговоры КФХ Акимов Н.А..",54,,False,,установил компанию
1009,667002,Event,48427,User,159.0,Company,4525.0,1632126709,"Zhigulskiy, Viktor создал событие календаря задача: Телефонные переговоры КФХ Акимов Н.А..",26,,False,,создал событие календаря
1010,667001,Event,48427,User,159.0,Event,48427.0,1632126709,"Создана новая задача - Телефонные переговоры КФХ Акимов Н.А.. Ответственный: Zhigulskiy, Viktor. Автор: Zhigulskiy, Viktor. Клиент: <rb-link object=""Company"" text=""КФХ Акимов Н.А."" params=""{&quot;id&quot;:4525}""></rb-link>. Завершить не позднее: 04.10.2021.",24,,False,,Создана новая задача
1011,667000,Deal,5541,User,159.0,Deal,5541.0,1632126664,"Zhigulskiy, Viktor, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №5541 - <rb-link object=""Deal"" text=""5541.Сделка с клиентом КФХ Акимов Н.А. Patriot 3230"" params=""{&quot;id&quot;:5541,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 06.10.2021.",85,,False,,
1012,666999,Comment,66278,User,159.0,Deal,5541.0,1632126650,"Zhigulskiy, Viktor создал новый комментарий ""В данный момент уборочная в процессе, определяться будут по отгрузке продукции"" в сделке №5541 - <rb-link object=""Deal"" text=""5541.Сделка с клиентом КФХ Акимов Н.А. Patriot 3230"" params=""{&quot;id&quot;:5541,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",3,,False,,
1013,666998,Comment,66277,User,120.0,Deal,5888.0,1632126642,"Panfurov, Ivan создал новый комментарий ""продолжение сделки 5275"" в сделке №5888 - <rb-link object=""Deal"" text=""5888.Сделка с клиентом ООО Тригорское"" params=""{&quot;id&quot;:5888,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",3,,False,,
1014,666997,Event,48425,User,120.0,Deal,5888.0,1632126627,"Panfurov, Ivan завершил событие календаря, по сделке <rb-link object=""Deal"" text=""5888.Сделка с клиентом ООО Тригорское"" params=""{&quot;id&quot;:5888,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>, задача: Встреча ООО Тригорское (Сделка с ООО Тригорское)",29,,False,,
1015,666996,Event,48425,User,120.0,Company,3955.0,1632126627,"Panfurov, Ivan завершил событие календаря задача: Встреча ООО Тригорское (Сделка с ООО Тригорское).",28,,False,,
1016,666995,Event,48425,User,120.0,Event,48425.0,1632085200,"Задача завершена - Встреча ООО Тригорское (Сделка с ООО Тригорское). Ответственный: Panfurov, Ivan. Автор: Panfurov, Ivan. Клиент: <rb-link object=""Company"" text=""ООО Тригорское"" params=""{&quot;id&quot;:3955}""></rb-link>. Завершить не позднее: 20.09.2021.",92,,True,,
1017,666994,Event,48425,User,120.0,Event,48425.0,1632126627,"Задача завершена - Встреча ООО Тригорское (Сделка с ООО Тригорское). Ответственный: Panfurov, Ivan. Автор: Panfurov, Ivan. Клиент: <rb-link object=""Company"" text=""ООО Тригорское"" params=""{&quot;id&quot;:3955}""></rb-link>. Завершить не позднее: 20.09.2021.",50,,False,,
1018,666993,Comment,66276,User,120.0,Event,48425.0,1632126627,"Panfurov, Ivan создал новый комментарий ""В хозяйство привезли трактор Джон Дир 6195М. Решили приобрести данный трактор."" в задаче - <rb-link object=""Events"" text=""Встреча ООО Тригорское (Сделка с ООО Тригорское)"" filter=""{&quot;where&quot;:{&quot;search&quot;:&quot;#48425&quot;}}""></rb-link>.",87,,False,,
1019,666992,Comment,66276,User,120.0,Deal,5888.0,1632126627,"Panfurov, Ivan, Старший менеджер по продажам отдела техники, создал новый комментарий ""В хозяйство привезли трактор Джон Дир 6195М. Решили приобрести данный трактор."" в задаче - <rb-link object=""Events"" text=""Встреча ООО Тригорское (Сделка с ООО Тригорское)"" filter=""{&quot;where&quot;:{&quot;search&quot;:&quot;#48425&quot;}}""></rb-link>, связанной со сделкой №5888 - <rb-link object=""Deal"" text=""5888.Сделка с клиентом ООО Тригорское"" params=""{&quot;id&quot;:5888,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",88,,False,,
1020,666991,Deal,5889,User,158.0,Deal,5889.0,1632126585,"Syrovatskiy, Sergey изменил этап сделки №5889 - <rb-link object=""Deal"" text=""5889.Сделка с клиентом ИП КФХ Лихачев Н.Д. NH 6050"" params=""{&quot;id&quot;:5889,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новый этап: 3. Переговоры. Клиент: <rb-link object=""Company"" text=""ИП КФХ Лихачев Н.Д."" params=""{&quot;id&quot;:4439}""></rb-link>.",14,,False,,
1021,666990,DealActualStagePoint,230514,User,158.0,Deal,5889.0,1632126584,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 7. ИТОГ: клиент готов обсуждать конкретные условия сделки в сделке №5889 - <rb-link object=""Deal"" text=""5889.Сделка с клиентом ИП КФХ Лихачев Н.Д. NH 6050"" params=""{&quot;id&quot;:5889,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
1022,666989,DealActualStagePoint,230513,User,158.0,Deal,5889.0,1632126583,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 6. ИТОГ: клиент точно определился с моделью техники (возможно наша и/или техника конкурентов) в сделке №5889 - <rb-link object=""Deal"" text=""5889.Сделка с клиентом ИП КФХ Лихачев Н.Д. NH 6050"" params=""{&quot;id&quot;:5889,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
1023,666988,DealActualStagePoint,230512,User,158.0,Deal,5889.0,1632126582,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5. ИТОГ: у клиента сформировано четкое намерение законтрактоваться в ближайшие 3 месяца в сделке №5889 - <rb-link object=""Deal"" text=""5889.Сделка с клиентом ИП КФХ Лихачев Н.Д. NH 6050"" params=""{&quot;id&quot;:5889,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
1024,666987,DealActualStagePoint,230511,User,158.0,Deal,5889.0,1632126582,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 4. Запрос КП клиентом в сделке №5889 - <rb-link object=""Deal"" text=""5889.Сделка с клиентом ИП КФХ Лихачев Н.Д. NH 6050"" params=""{&quot;id&quot;:5889,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
1025,666986,DealActualStagePoint,230510,User,158.0,Deal,5889.0,1632126581,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 3. Предоставление отзывов других клиентов (публикации, устно или совместное посещение) в сделке №5889 - <rb-link object=""Deal"" text=""5889.Сделка с клиентом ИП КФХ Лихачев Н.Д. NH 6050"" params=""{&quot;id&quot;:5889,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
1026,666985,DealActualStagePoint,230509,User,158.0,Deal,5889.0,1632126580,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 2. Демопоказ в хозяйстве или посещение подобного мероприятия у другого клиента по нашему приглашению в сделке №5889 - <rb-link object=""Deal"" text=""5889.Сделка с клиентом ИП КФХ Лихачев Н.Д. NH 6050"" params=""{&quot;id&quot;:5889,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
1027,666984,DealActualStagePoint,230508,User,158.0,Deal,5889.0,1632126579,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 1. Презентация преимуществ работы с нашей компанией. Презентация нашей техники (каталоги, видео, любые другие демонстрационные материалы) в сделке №5889 - <rb-link object=""Deal"" text=""5889.Сделка с клиентом ИП КФХ Лихачев Н.Д. NH 6050"" params=""{&quot;id&quot;:5889,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
1028,666983,Deal,5889,User,158.0,Deal,5889.0,1632126576,"Syrovatskiy, Sergey изменил этап сделки №5889 - <rb-link object=""Deal"" text=""5889.Сделка с клиентом ИП КФХ Лихачев Н.Д. NH 6050"" params=""{&quot;id&quot;:5889,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новый этап: 2. Презентационная работа. Клиент: <rb-link object=""Company"" text=""ИП КФХ Лихачев Н.Д."" params=""{&quot;id&quot;:4439}""></rb-link>.",14,,False,,
1029,666982,DealActualStagePoint,230507,User,158.0,Deal,5889.0,1632126574,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 6. Клиент планирует контрактацию (не покупку!) в ближайшие 6 месяцев в сделке №5889 - <rb-link object=""Deal"" text=""5889.Сделка с клиентом ИП КФХ Лихачев Н.Д. NH 6050"" params=""{&quot;id&quot;:5889,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
1030,666981,DealActualStagePoint,230506,User,158.0,Deal,5889.0,1632126574,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5.5. Имеет ли клиент представление именно о нашей технике в рамках конкретной потребности в сделке №5889 - <rb-link object=""Deal"" text=""5889.Сделка с клиентом ИП КФХ Лихачев Н.Д. NH 6050"" params=""{&quot;id&quot;:5889,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
1031,666980,DealActualStagePoint,230505,User,158.0,Deal,5889.0,1632126573,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5.4. Какие бренды/модели рассматривает клиент по данной потребности в сделке №5889 - <rb-link object=""Deal"" text=""5889.Сделка с клиентом ИП КФХ Лихачев Н.Д. NH 6050"" params=""{&quot;id&quot;:5889,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
1032,666979,DealActualStagePoint,230503,User,158.0,Deal,5889.0,1632126572,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5.2. Когда техника нужна в хозяйстве в сделке №5889 - <rb-link object=""Deal"" text=""5889.Сделка с клиентом ИП КФХ Лихачев Н.Д. NH 6050"" params=""{&quot;id&quot;:5889,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
1033,666978,DealActualStagePoint,230504,User,158.0,Deal,5889.0,1632126572,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5.3. Собственные возможности по приобретению (задаток, предоплата, открытие кредиты и лизинги) в сделке №5889 - <rb-link object=""Deal"" text=""5889.Сделка с клиентом ИП КФХ Лихачев Н.Д. NH 6050"" params=""{&quot;id&quot;:5889,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
1034,666977,DealActualStagePoint,230502,User,158.0,Deal,5889.0,1632126571,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5.1. Для каких конкретно задач нужна техника в сделке №5889 - <rb-link object=""Deal"" text=""5889.Сделка с клиентом ИП КФХ Лихачев Н.Д. NH 6050"" params=""{&quot;id&quot;:5889,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
1035,666976,DealActualStagePoint,230501,User,158.0,Deal,5889.0,1632126570,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5. Выявление детальной информации (занести ответы на вопросы пп 5.1-5.5 в раздел «Коммуникация») в сделке №5889 - <rb-link object=""Deal"" text=""5889.Сделка с клиентом ИП КФХ Лихачев Н.Д. NH 6050"" params=""{&quot;id&quot;:5889,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
1036,666975,Company,3195,User,159.0,Event,48426.0,1632126570,"Zhigulskiy, Viktor установил компанию <rb-link object=""Company"" text=""КФХ Стебнюк"" params=""{&quot;id&quot;:3195}""></rb-link> на задачу - Встреча или телефонные переговоры КФХ Стебнюк.",54,,False,,установил компанию
1037,666974,Event,48426,User,159.0,Company,3195.0,1632126570,"Zhigulskiy, Viktor создал событие календаря задача: Встреча или телефонные переговоры КФХ Стебнюк.",26,,False,,создал событие календаря
1038,666973,Event,48426,User,159.0,Event,48426.0,1632126570,"Создана новая задача - Встреча или телефонные переговоры КФХ Стебнюк. Ответственный: Zhigulskiy, Viktor. Автор: Zhigulskiy, Viktor. Клиент: <rb-link object=""Company"" text=""КФХ Стебнюк"" params=""{&quot;id&quot;:3195}""></rb-link>. Завершить не позднее: 04.10.2021.",24,,False,,Создана новая задача
1039,666972,DealActualStagePoint,230500,User,158.0,Deal,5889.0,1632126569,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 4. Выявление конкретной потребности – внесение техники в карточку сделки в раздел «Номенклатура» в сделке №5889 - <rb-link object=""Deal"" text=""5889.Сделка с клиентом ИП КФХ Лихачев Н.Д. NH 6050"" params=""{&quot;id&quot;:5889,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
1040,666971,DealActualStagePoint,230499,User,158.0,Deal,5889.0,1632126569,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 3. Сбор и внесение информации о конкурентах, с которыми работает клиент в сделке №5889 - <rb-link object=""Deal"" text=""5889.Сделка с клиентом ИП КФХ Лихачев Н.Д. NH 6050"" params=""{&quot;id&quot;:5889,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
1041,666970,DealActualStagePoint,230498,User,158.0,Deal,5889.0,1632126567,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 2. Внесение данных в карточку RB обновленных данных о контактных лицах (ЛПР, ЛВПР и прочих контактных лицах) в сделке №5889 - <rb-link object=""Deal"" text=""5889.Сделка с клиентом ИП КФХ Лихачев Н.Д. NH 6050"" params=""{&quot;id&quot;:5889,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
1042,666969,DealActualStagePoint,230497,User,158.0,Deal,5889.0,1632126566,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 1. Сбор информации о клиенте (площади, культуры, технологии, парк техники) и его ЮЛ (организация, форма собственности) в сделке №5889 - <rb-link object=""Deal"" text=""5889.Сделка с клиентом ИП КФХ Лихачев Н.Д. NH 6050"" params=""{&quot;id&quot;:5889,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
1043,666968,Deal,5889,User,158.0,Deal,5889.0,1632126565,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №5889 - <rb-link object=""Deal"" text=""5889.Сделка с клиентом ИП КФХ Лихачев Н.Д. NH 6050"" params=""{&quot;id&quot;:5889,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 05.10.2021.",85,,False,,
1044,666967,Company,3955,User,120.0,Event,48425.0,1632126556,"Panfurov, Ivan установил компанию <rb-link object=""Company"" text=""ООО Тригорское"" params=""{&quot;id&quot;:3955}""></rb-link> на задачу - Встреча ООО Тригорское (Сделка с ООО Тригорское).",54,,False,,установил компанию
1045,666966,Event,48425,User,120.0,Deal,5888.0,1632126556,"Panfurov, Ivan создал событие календаря, по сделке <rb-link object=""Deal"" text=""5888.Сделка с клиентом ООО Тригорское"" params=""{&quot;id&quot;:5888,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>, задача: Встреча ООО Тригорское (Сделка с ООО Тригорское).",27,,False,,создал событие календаря
1046,666965,Event,48425,User,120.0,Company,3955.0,1632126556,"Panfurov, Ivan создал событие календаря задача: Встреча ООО Тригорское (Сделка с ООО Тригорское).",26,,False,,создал событие календаря
1047,666964,Event,48425,User,120.0,Event,48425.0,1632126556,"Создана новая задача - Встреча ООО Тригорское (Сделка с ООО Тригорское). Ответственный: Panfurov, Ivan. Автор: Panfurov, Ivan. Клиент: <rb-link object=""Company"" text=""ООО Тригорское"" params=""{&quot;id&quot;:3955}""></rb-link>. Завершить не позднее: 20.09.2021.",24,,False,,Создана новая задача
1048,666963,DealProduct,8811,User,158.0,Deal,5889.0,1632126555,"Syrovatskiy, Sergey добавил 1 ед. товара <rb-link object=""Product"" text=""Трактор New Holland T6050 RCPC Delta BNL65C G ALL 04"" params=""{&quot;id&quot;:868,&quot;type&quot;:&quot;product&quot;}""></rb-link> в сделку - <rb-link object=""Deal"" text=""5889.Сделка с клиентом ИП КФХ Лихачев Н.Д. NH 6050"" params=""{&quot;id&quot;:5889,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",19,,False,,
1049,666962,DealActualStagePoint,230468,User,120.0,Deal,5888.0,1632126517,"Panfurov, Ivan, Старший менеджер по продажам отдела техники, выбрал пункт чек-листа 7. ИТОГ: клиент готов обсуждать конкретные условия сделки в сделке №5888 - <rb-link object=""Deal"" text=""5888.Сделка с клиентом ООО Тригорское"" params=""{&quot;id&quot;:5888,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
